date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2023-12-06,202,723,274,21529759,186
2023-12-07,152,592,211,15049516,141
2023-12-08,243,1460,402,38513371,234
2023-12-09,327,1613,492,48119013,323
2023-12-10,288,1018,382,28985945,266
2023-12-11,181,472,222,15863825,145
2023-12-12,138,436,159,13734290,109
2023-12-13,141,1080,253,23433920,110
2023-12-14,143,459,189,13548093,119
2023-12-15,219,1290,386,32036436,196
2023-12-16,342,1336,434,45096042,322
2023-12-17,219,767,286,22246542,195
2023-12-18,154,378,174,14044917,126
2023-12-19,81,327,95,10440740,73
2023-12-20,93,363,132,12251260,85
2023-12-21,92,321,119,10680462,90
2023-12-22,181,896,280,22088060,172
2023-12-23,277,1275,407,31991728,272
2023-12-24,239,671,268,19148649,225
2023-12-25,173,529,222,13373761,155
2023-12-26,238,706,262,18635681,214
2023-12-27,248,996,312,24540900,230
2023-12-28,260,1393,362,41518605,244
2023-12-29,352,1702,467,50899825,318
2023-12-30,401,1201,424,41654607,361
2023-12-31,528,1552,517,61067796,400
2024-01-01,421,1299,415,47710462,322
2024-01-02,412,1413,477,47855756,361
2024-01-03,356,1091,396,35543852,331
2024-01-04,305,893,312,25466695,267
2024-01-05,243,689,239,18534480,228
2024-01-06,288,844,331,31225770,269
2024-01-07,223,827,232,26385069,209
2024-01-08,48,176,61,5827981,46
2024-01-09,5,14,5,1340900,5
2024-01-10,15,28,6,2402100,11
2024-01-11,8,27,10,1667300,8
2024-01-12,47,565,134,7182330,46
2024-01-13,140,835,201,22309256,134
2024-01-14,89,313,148,8217920,72
2024-01-15,64,248,119,8120093,54
2024-01-16,70,186,75,5982076,52
2024-01-17,34,52,23,2292840,24
2024-01-18,39,197,79,4934940,30
2024-01-19,62,352,127,9495333,58
2024-01-20,169,832,260,25759798,167
2024-01-21,84,362,112,9811110,76
2024-01-22,47,300,112,7375880,35
2024-01-23,35,172,65,3603900,32
2024-01-24,31,410,80,7848999,28
2024-01-25,50,207,116,5677930,40
2024-01-26,88,416,159,10610004,78
2024-01-27,123,482,166,18350637,117
2024-01-28,58,406,152,9146668,55
2024-01-29,29,177,80,4317410,27
2024-01-30,22,141,44,3112200,20
2024-01-31,30,77,41,2888233,27
2024-02-01,15,148,57,4206917,13
2024-02-02,57,323,112,7945627,56
2024-02-03,86,371,119,9288335,84
2024-02-04,29,82,27,2334900,26
2024-02-05,40,159,67,3899830,33
2024-02-06,17,100,10,2324440,11
2024-02-07,9,26,10,1156300,8
2024-02-08,17,89,29,2086700,15
2024-02-09,53,261,124,6869110,50
2024-02-10,145,449,142,14621643,129
2024-02-11,110,266,148,9426105,100
2024-02-12,29,209,67,7402855,27
2024-02-13,10,75,35,1508910,10
2024-02-14,16,59,21,1980370,13
2024-02-15,23,147,87,4172800,20
2024-02-16,35,239,104,5015675,34
2024-02-17,63,264,91,10870820,61
2024-02-18,40,190,75,5442076,37
2024-02-19,16,105,42,2127300,13
2024-02-20,23,109,60,2876660,20
2024-02-21,16,33,16,1358080,14
2024-02-22,39,203,93,5282475,38
2024-02-23,96,282,101,9738112,93
2024-02-24,55,166,65,6255909,52
2024-02-25,33,223,130,3957770,28
2024-02-26,26,121,55,2172440,19
2024-02-27,16,52,26,1211470,10
2024-02-28,2,4,,422200,2
